RHEA_ID	DIRECTION	MASTER_ID	ID
13577	UN	13577	GO:0050398
13581	UN	13581	GO:0003976
13585	UN	13585	GO:0047761
13589	UN	13589	GO:0004485
13597	UN	13597	GO:0047854
13601	UN	13601	GO:0016617
13609	UN	13609	GO:0000285
13613	UN	13613	GO:0047334
13617	UN	13617	GO:0008930
13621	UN	13621	GO:0047470
13625	UN	13625	GO:0019139
13629	UN	13629	GO:0018459
13633	UN	13633	GO:0034024
13653	UN	13653	GO:0050053
13657	UN	13657	GO:0047778
13661	UN	13661	GO:0050414
13665	UN	13665	GO:0004383
13669	UN	13669	GO:0047431
13673	UN	13673	GO:0008773
13677	UN	13677	GO:0004750
13681	UN	13681	GO:0003886
13685	UN	13685	GO:0050614
13689	UN	13689	GO:0047331
13693	UN	13693	GO:0047147
13697	UN	13697	GO:0004747
13701	UN	13701	GO:0004414
13705	UN	13705	GO:0047222
13717	UN	13717	GO:0030604
13721	UN	13721	GO:0050293
13725	UN	13725	GO:0019134
13729	UN	13729	GO:0034012
13737	UN	13737	GO:0035798
13741	UN	13741	GO:0047299
13749	UN	13749	GO:0046899
13753	UN	13753	GO:0016040
13757	UN	13757	GO:0047251
13761	UN	13761	GO:0030732
13765	UN	13765	GO:0047651
13769	UN	13769	GO:0008888
13773	UN	13773	GO:0047052
13777	UN	13777	GO:0050260
13781	UN	13781	GO:0001716
13785	UN	13785	GO:0050011
13793	UN	13793	GO:0047548
13797	UN	13797	GO:0047873
13801	UN	13801	GO:0004783
13805	UN	13805	GO:0003865
13809	UN	13809	GO:0047691
13813	UN	13813	GO:0018619
13821	UN	13821	GO:0106343
13837	UN	13837	GO:0018517
13841	UN	13841	GO:0047852
13845	UN	13845	GO:0047858
13849	UN	13849	GO:0008790
13853	UN	13853	GO:0047581
13857	UN	13857	GO:0047397
13861	UN	13861	GO:0047838
13865	UN	13865	GO:0004578
13869	UN	13869	GO:0008977
13873	UN	13873	GO:0050554
13877	UN	13877	GO:0004587
13881	UN	13881	GO:0047113
13885	UN	13885	GO:0050296
13889	UN	13889	GO:0047884
13893	UN	13893	GO:0047710
13897	UN	13897	GO:0004106
13905	UN	13905	GO:0047256
13909	UN	13909	GO:0050384
13913	UN	13913	GO:0018114
13917	UN	13917	GO:0047504
13925	UN	13925	GO:0008780
13929	UN	13929	GO:0008783
13933	UN	13933	GO:0047376
13937	UN	13937	GO:0018621
13941	UN	13941	GO:0050354
13945	UN	13945	GO:0018838
13949	UN	13949	GO:0015046
13953	UN	13953	GO:0051499
13957	UN	13957	GO:0033755
13961	UN	13961	GO:0016851
13973	UN	13973	GO:0009678
13977	UN	13977	GO:0008721
13985	UN	13985	GO:0004413
13989	UN	13989	GO:0008108
13993	UN	13993	GO:0047298
14001	UN	14001	GO:0047963
14005	UN	14005	GO:0004123
14009	UN	14009	GO:0033849
14013	UN	14013	GO:0047704
14017	UN	14017	GO:0050262
14021	UN	14021	GO:0004501
14025	UN	14025	GO:0050279
14029	UN	14029	GO:0033797
14033	UN	14033	GO:0047394
14041	UN	14041	GO:0050392
14045	UN	14045	GO:0008807
14049	UN	14049	GO:0050604
14053	UN	14053	GO:0008676
14057	UN	14057	GO:0046027
14061	UN	14061	GO:0050305
14065	UN	14065	GO:0050114
14069	UN	14069	GO:0047903
14073	UN	14073	GO:0047990
14077	UN	14077	GO:0016223
14081	UN	14081	GO:0033984
14089	UN	14089	GO:0047958
14093	UN	14093	GO:0050362
14097	UN	14097	GO:0047319
14101	UN	14101	GO:0019135
14109	UN	14109	GO:0004735
14113	UN	14113	GO:0046403
14117	UN	14117	GO:0047911
14125	UN	14125	GO:0047234
14129	UN	14129	GO:0047013
14133	UN	14133	GO:0050594
14137	UN	14137	GO:0050226
14141	UN	14141	GO:0033741
14145	UN	14145	GO:0047973
14149	UN	14149	GO:0047246
14153	UN	14153	GO:0047261
14157	UN	14157	GO:0050355
14161	UN	14161	GO:0010308
14165	UN	14165	GO:0017188
14169	UN	14169	GO:0047948
14173	UN	14173	GO:0050364
14177	UN	14177	GO:0047668
14181	UN	14181	GO:0050353
14185	UN	14185	GO:0050177
14193	UN	14193	GO:0047563
14197	UN	14197	GO:0047478
14201	UN	14201	GO:0047828
14205	UN	14205	GO:0030735
14209	UN	14209	GO:0017103
14213	UN	14213	GO:0008662
14217	UN	14217	GO:0008113
14221	UN	14221	GO:0050106
14225	UN	14225	GO:0018463
14229	UN	14229	GO:0033738
14233	UN	14233	GO:0047144
14237	UN	14237	GO:0033775
14245	UN	14245	GO:0047693
14253	UN	14253	GO:0008893
14257	UN	14257	GO:0017083
14261	UN	14261	GO:0047171
14265	UN	14265	GO:0042286
14269	UN	14269	GO:0003960
14273	UN	14273	GO:0050289
14277	UN	14277	GO:0008911
14281	UN	14281	GO:0050310
14285	UN	14285	GO:0047221
14289	UN	14289	GO:0047851
14293	UN	14293	GO:0047934
14297	UN	14297	GO:0004336
14301	UN	14301	GO:0047585
14305	UN	14305	GO:0004827
